udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
2413,L49592,L,299.1,308.6,1408,46.7,196,No Failure
8559,M23418,M,298.3,309,1505,41.3,93,No Failure
2512,M17371,M,299,308.9,1526,41.1,20,No Failure
3632,M18491,M,302.1,311.4,1419,36.2,47,No Failure
4384,L51563,L,301.7,309.5,1298,65.5,229,Power Failure
4760,L51939,L,303.5,311.6,1361,46.5,62,Heat Dissipation Failure
4502,L51681,L,302.5,310.2,1307,54,86,Heat Dissipation Failure
4666,M19525,M,303.4,311.4,1307,54,44,Heat Dissipation Failure
4097,L51276,L,301.9,310.4,1370,51.7,153,Heat Dissipation Failure
4528,M19387,M,302.4,310.5,1372,45.7,144,Heat Dissipation Failure
4621,L51800,L,303.1,311.3,1336,52.6,172,Heat Dissipation Failure
4449,L51628,L,302.4,310.3,1374,51.2,163,Heat Dissipation Failure
4511,L51690,L,302.4,310.2,1346,62.4,106,Heat Dissipation Failure
4121,M18980,M,302.1,310.7,1376,46.3,210,Heat Dissipation Failure
4165,L51344,L,302.2,310.6,1346,47.5,109,Heat Dissipation Failure
4771,L51950,L,303.5,311.9,1344,49.3,93,No Failure
4156,L51335,L,302,310.5,1370,44.4,85,Heat Dissipation Failure
4406,L51585,L,302.4,310.2,1331,45.5,53,Heat Dissipation Failure
4837,L52016,L,303.3,311.8,1315,62,42,Heat Dissipation Failure
4832,L52011,L,303.5,312,1366,54.5,30,No Failure
4154,M19013,M,302,310.4,1212,55.6,79,Heat Dissipation Failure
4662,L51841,L,303.3,311.3,1350,48.1,32,Heat Dissipation Failure
4643,L51822,L,303.2,311.4,1238,54.6,226,Heat Dissipation Failure
4139,L51318,L,301.7,310.2,1311,57.4,40,No Failure
4557,M19416,M,302.7,310.6,1349,51.2,6,Heat Dissipation Failure
4703,L51882,L,303.6,311.8,1222,66.8,148,No Failure
4670,M19529,M,303.3,311.5,1373,47.3,60,Heat Dissipation Failure
4248,L51427,L,302.6,311,1369,60,93,No Failure
4186,L51365,L,302.2,310.6,1348,48.4,161,Heat Dissipation Failure
3788,L50967,L,302.3,310.8,1377,47.3,22,Heat Dissipation Failure
4082,L51261,L,302,310.4,1336,58.2,110,Heat Dissipation Failure
4769,L51948,L,303.6,312,1309,52.9,86,No Failure
4852,L52031,L,303.7,312.1,1363,51.8,90,No Failure
4602,M19461,M,303,311.1,1372,54.3,117,Heat Dissipation Failure
4079,H33492,H,302.1,310.7,1294,62.4,101,No Failure
4324,L51503,L,301.8,310.3,1341,50.5,64,No Failure
3794,L50973,L,302.3,310.9,1379,49.3,34,No Failure
4362,M19221,M,302.1,310.1,1379,48.2,166,Heat Dissipation Failure
4141,L51320,L,301.7,310.2,1331,61.2,47,No Failure
4185,L51364,L,302.2,310.6,1334,53.2,159,Heat Dissipation Failure
4422,L51601,L,302.6,310.2,1325,62.4,92,Heat Dissipation Failure
5707,L52886,L,302.4,311.9,1290,70,139,Power Failure
51,L47230,L,298.9,309.1,2861,4.6,143,Power Failure
7537,L54716,L,300.1,311.3,2579,12.5,64,Power Failure
3458,M18317,M,301.5,310.4,2639,12,21,Power Failure
4049,L51228,L,301.9,311,2691,12.1,31,Power Failure
7084,L54263,L,300.7,310.4,1416,61.8,209,Power Failure
4343,M19202,M,301.7,309.8,1284,68.2,111,Power Failure
6933,L54112,L,300.8,311.4,1322,67.2,18,Power Failure
443,L47622,L,297.4,308.5,1399,61.5,61,No Failure
2427,M17286,M,298.9,308.2,1372,63.6,30,No Failure
5049,H34462,H,304,313.2,1271,68.6,161,Power Failure
2599,L49778,L,299.1,308.8,1320,67.5,20,Power Failure
1809,L48988,L,298.1,307.7,2567,12.8,125,Power Failure
4921,L52100,L,303.4,312.2,1337,69.4,52,Power Failure
1285,L48464,L,298.4,309.5,2153,15.3,98,No Failure
6679,M21538,M,301.5,310.7,1336,65.6,0,Power Failure
7565,M22424,M,300.3,311.2,1381,65.2,136,Power Failure
4003,L51182,L,302.1,311.2,1454,59.2,153,No Failure
1096,L48275,L,296.9,307.5,2721,9.3,18,Power Failure
3868,M18727,M,302.7,311.6,2709,9.7,2,Power Failure
4293,M19152,M,301.8,310.1,2372,13.9,205,No Failure
1145,L48324,L,297,307.9,1296,69.1,153,Power Failure
1497,L48676,L,298,308.7,1268,69.4,189,Power Failure
3944,L51123,L,302.3,311.4,1333,66.7,205,Power Failure
9765,L56944,L,298.5,309.5,1294,66.7,12,Power Failure
4998,M19857,M,303.6,312.8,2659,11.4,26,Power Failure
6541,M21400,M,301.4,310.7,1368,63.7,92,No Failure
4297,L51476,L,301.8,310.2,2825,5.8,215,Power Failure
195,M15054,M,298.2,308.5,2678,10.7,86,Power Failure
169,L47348,L,298.4,308.3,1433,62.3,20,Power Failure
2880,M17739,M,300.6,309.4,1367,63.2,45,No Failure
3580,L50759,L,301.8,310.6,2672,11.8,124,Power Failure
8196,L55375,L,299.4,310.8,1376,53.9,215,Overstrain Failure
6154,L53333,L,301,311.1,1236,64.4,177,No Failure
7592,M22451,M,300.5,311.1,1296,61.3,202,No Failure
3020,L50199,L,300.5,309.8,1379,54.2,207,Overstrain Failure
7670,L54849,L,300.7,311.8,1336,58.4,189,No Failure
4985,L52164,L,303.8,313.1,1256,58.7,213,Heat Dissipation Failure
3351,L50530,L,301.4,310.8,1285,62.6,183,No Failure
9660,L56839,L,298.9,309.8,1287,61.9,216,Overstrain Failure
2076,L49255,L,299.5,309.4,1390,58.8,195,No Failure
2762,L49941,L,299.8,309.3,1299,65.1,212,Overstrain Failure
4025,M18884,M,302.1,311,1351,60.3,207,Overstrain Failure
9494,L56673,L,299.1,309.8,1398,55.4,217,Overstrain Failure
7927,L55106,L,300.7,311.9,1335,57.1,194,No Failure
1336,L48515,L,299,310.4,1371,53.8,228,Overstrain Failure
9015,M23874,M,297.2,308.1,1340,61.3,207,Overstrain Failure
1834,L49013,L,297.8,307.3,1327,61,186,No Failure
587,L47766,L,297.6,309.6,1501,49.8,222,No Failure
3357,L50536,L,301.6,310.8,1355,57.8,195,No Failure
249,L47428,L,298,308.3,1362,56.8,216,Overstrain Failure
6079,L53258,L,300.8,310.7,1339,59.1,203,No Failure
243,L47422,L,298,308.2,1348,58.8,202,No Failure
9831,L57010,L,298.3,309.3,1337,56.1,206,Overstrain Failure
1335,L48514,L,299,310.4,1365,49.1,226,No Failure
1163,L48342,L,296.9,307.8,1400,57.1,202,No Failure
1162,L48341,L,297,307.8,1316,61.2,200,No Failure
4815,L51994,L,303.4,311.8,1401,53,208,No Failure
8847,M23706,M,297.4,308.8,1325,62.4,204,Overstrain Failure
5142,L52321,L,304.4,313.7,1509,35,205,No Failure
7088,L54267,L,300.6,310.3,1648,30.5,217,No Failure
1510,L48689,L,298,308.5,1429,37.7,220,No Failure
4647,L51826,L,303.3,311.4,1497,46,234,No Failure
8358,L55537,L,298.5,309.5,1385,46.3,203,No Failure
1088,H30501,H,296.9,307.8,1549,35.8,206,No Failure
6760,L53939,L,301.7,311,1441,44.3,208,No Failure
1683,H31096,H,297.9,307.4,1604,36.1,225,No Failure
2865,H32278,H,300.6,309.4,1380,47.6,246,Overstrain Failure
1997,M16856,M,298.4,308,1416,38.2,198,No Failure
5310,M20169,M,303.9,313.2,1422,48,215,No Failure
3866,H33279,H,302.6,311.5,1629,34.4,228,No Failure
5402,M20261,M,302.6,312.3,1454,54.8,253,Overstrain Failure
6420,H35833,H,300.3,309.9,1394,46.7,210,Tool Wear Failure
1303,L48482,L,298.6,309.8,1505,45.7,144,No Failure
5554,L52733,L,302.5,311.9,1306,59.7,172,No Failure
6961,L54140,L,300.7,311,1413,52,91,No Failure
6914,L54093,L,300.8,311.2,1481,38.5,181,No Failure
5510,L52689,L,302.8,312.2,1509,36.5,52,No Failure
3066,M17925,M,300.1,309.2,1687,27.7,95,No Failure
